RPM, Speed, Water-temp (engine), Air-temp manifold, Batt voltage, Pot, MAP, Lambda, Gear Neautral, Oil-press, Water-temp, Oil-temp
4378;0;93;55;14;1;827;0.105417;255;255;129;116
4378;0;93;55;14;0;48967;0.000000;16;215;197;197
4298;0;91;55;14;1;833;0.105417;255;255;129;118
4327;0;91;55;14;1;828;0.105417;255;255;129;118
4298;0;96;55;14;0;48967;0.000000;16;189;197;197
4273;0;91;55;14;1;834;0.105417;255;255;129;116
4266;0;96;55;14;1;837;0.105417;255;255;129;118
4277;0;91;55;14;0;48967;0.000000;16;55;197;197
4287;0;91;55;14;0;823;0.105417;255;255;129;118
4287;0;91;55;14;1;834;0.105417;255;255;129;118
4245;0;97;55;14;0;48967;0.000000;16;208;197;197
4224;0;92;55;14;0;821;0.105417;255;255;129;118
4224;0;92;55;14;0;821;0.105417;255;255;129;118
4207;0;90;55;14;0;48967;0.000000;16;65;197;197
4118;0;90;55;14;0;827;0.105417;255;255;129;118
4118;0;90;55;14;0;827;0.105417;255;255;129;118
4280;0;90;55;14;0;48967;0.000000;16;181;197;197
4266;0;90;55;14;0;830;0.105417;255;255;129;118
4259;0;94;55;14;0;825;0.105417;255;255;129;118
4241;0;90;55;14;0;48967;0.000000;16;193;197;197
4277;0;94;55;14;0;830;0.105417;255;255;129;118
4231;0;93;55;14;0;828;0.105833;255;255;129;118
4231;0;93;55;14;0;48967;0.000000;32;96;197;197
8349;0;96;55;14;51;1251;0.105833;255;255;129;118
8075;0;96;55;14;71;1408;0.106250;255;255;129;118
8075;0;96;55;14;66;48967;0.000000;38;82;197;197
9805;0;95;55;14;70;1422;0.104583;255;255;129;118
9303;0;101;55;14;37;1198;0.104583;255;255;129;118
9303;0;93;55;14;27;48967;0.000000;29;103;197;197
7806;0;91;56;14;20;838;0.105417;255;255;129;118
7806;0;91;56;14;20;838;0.105417;255;255;129;118
7840;0;92;56;14;27;48967;0.000000;27;99;197;197
7005;0;91;57;14;0;576;0.104583;255;255;127;118
6967;0;94;57;14;0;579;0.104583;255;255;127;118
6861;0;89;57;14;0;48967;0.000000;29;114;197;197
7597;0;90;57;14;18;901;0.106250;254;255;127;118
7597;0;90;57;14;18;905;0.106250;255;255;127;118
7377;0;90;58;14;14;48967;0.000000;32;124;197;197
8570;0;94;58;14;17;729;0.105833;255;255;127;118
8570;0;94;58;14;17;729;0.105833;255;255;127;118
8255;0;88;58;14;14;48967;0.000000;33;220;197;197
8654;0;87;58;14;8;631;0.104583;255;255;125;118
8640;0;87;58;14;4;568;0.104167;255;255;125;118
8430;0;92;58;14;0;48967;0.000000;25;242;197;197
6610;0;86;59;14;3;631;0.104167;255;252;125;118
6610;0;86;59;14;3;631;0.104167;255;255;125;118
6736;0;88;59;14;6;664;0.104167;255;255;125;118
6736;0;86;59;14;6;664;0.104167;255;255;125;118
6861;0;86;59;14;14;748;0.104583;255;255;125;118
6503;0;87;59;14;16;844;0.104583;255;255;125;118
6503;0;-2430;118;103;-31;6916;0.002083;11;224;183;90
8801;0;88;59;14;37;1063;0.105417;255;255;124;118
8801;0;88;59;14;37;1063;0.105417;255;255;124;118
9045;0;88;59;14;40;48967;0.000000;36;75;197;197
9539;0;87;60;14;36;902;0.103333;255;255;124;116
9539;0;87;60;14;36;902;0.103333;255;255;124;116
9750;0;88;60;14;40;48967;0.000000;40;21;197;197
10259;0;89;60;14;26;747;0.102500;255;255;122;116
10279;0;84;60;14;15;663;0.103333;255;255;122;116
10279;0;84;60;14;14;48967;0.000000;35;176;197;197
9125;0;84;61;14;15;619;0.103333;255;255;122;116
9237;0;88;61;14;16;642;0.102917;255;255;122;116
9237;0;84;61;14;14;48967;0.000000;31;228;197;197
8282;0;83;62;14;9;647;0.103750;255;255;122;116
8282;0;83;62;14;9;647;0.103750;255;255;122;116
8415;0;88;62;14;8;649;0.104167;255;255;122;115
8415;0;88;62;14;8;649;0.104167;255;255;122;116
8472;0;83;62;14;7;624;0.104167;255;255;122;115
7888;0;87;62;14;0;569;0.104583;255;255;122;116
7888;0;87;62;14;0;569;0.104583;255;255;122;115
7653;0;87;62;14;3;584;0.104167;255;255;122;115
7653;0;87;62;14;3;584;0.104167;255;255;122;115
8062;0;87;62;14;4;609;0.104583;255;255;122;116
8138;0;83;62;14;5;613;0.104583;255;255;122;115
8138;0;83;62;14;5;613;0.104583;255;255;122;116
8049;0;87;62;14;4;604;0.104583;255;255;122;115
8049;0;87;62;14;6;604;0.104583;255;255;122;115
7912;0;87;62;14;6;626;0.104583;255;255;120;115
7713;0;83;62;14;7;669;0.104583;255;255;122;115
7713;0;83;62;14;7;669;0.104583;255;255;120;115
7630;0;87;62;14;8;693;0.104583;255;255;120;115
7477;0;83;62;14;11;739;0.104583;255;255;120;115
7477;0;83;62;14;11;739;0.104583;255;255;122;115
7477;0;83;62;14;16;795;0.105000;255;255;122;115
7477;0;83;62;14;16;795;0.105000;255;255;120;115
7346;0;85;62;14;33;969;0.105417;255;255;120;115
8513;0;87;62;14;57;1335;0.105417;255;255;120;115
8513;0;87;62;14;57;1335;0.105417;255;255;120;115
8499;0;86;62;14;35;1194;0.105000;255;255;120;115
8499;0;86;62;14;35;1194;0.105000;255;255;120;115
8430;0;86;62;14;34;1082;0.105417;255;255;120;115
8430;0;85;62;14;31;1037;0.105417;255;255;120;115
8430;0;85;62;14;31;1037;0.105417;255;255;120;115
8255;0;84;62;14;27;918;0.104583;255;255;120;115
8255;0;84;62;14;28;918;0.104583;255;255;120;115
8598;0;84;62;14;28;948;0.105417;255;255;120;115
8402;0;87;62;14;26;918;0.105000;255;255;120;115
8402;0;87;62;14;26;918;0.105000;255;255;120;115
8713;0;85;62;14;25;902;0.105000;255;255;120;115
8877;0;84;63;14;27;902;0.105000;255;255;120;115
8877;0;84;63;14;27;875;0.105000;255;255;120;115
8801;0;84;62;14;28;878;0.105000;255;255;120;115
8801;0;84;62;14;28;878;0.105000;255;255;120;115
9030;0;84;63;14;32;906;0.104583;255;255;120;115
9157;0;87;62;14;34;945;0.104583;255;255;120;115
9157;0;87;62;14;34;945;0.104167;255;255;120;115
9269;0;89;62;14;30;891;0.104167;255;255;120;115
9269;0;89;62;14;30;891;0.104167;255;255;120;115
9353;0;84;63;14;26;851;0.104167;255;255;120;115
9421;0;84;63;14;32;851;0.104167;255;255;120;115
9421;0;84;63;14;32;831;0.104167;255;255;120;115
7691;0;84;62;14;34;973;0.103750;255;255;120;115
7691;0;84;62;14;34;973;0.103750;254;255;120;115
7233;0;89;63;14;32;1092;0.103333;254;255;120;115
7233;0;89;63;14;32;1092;0.103333;255;255;120;115
7119;0;86;62;14;32;1127;0.102083;255;255;120;115
7295;0;84;63;14;32;1135;0.104167;255;255;120;115
7295;0;84;63;14;32;1135;0.104167;255;255;120;115
7053;0;84;63;14;20;1028;0.104583;255;255;120;115
7053;0;83;63;14;6;1028;0.104583;255;255;120;115
